# Source: https://omlc.org/spectra/PhotochemCAD/html/004.html
# Date Accessed: 20 Jan 2021
494.00	0.21458	
495.00	0.21126	
496.00	0.20778	
497.00	0.20468	
498.00	0.20187	
499.00	0.19983	
500.00	0.19736	
501.00	0.19530	
502.00	0.19384	
503.00	0.19234	
504.00	0.19095	
505.00	0.19031	
506.00	0.18927	
507.00	0.18843	
508.00	0.18801	
509.00	0.18792	
510.00	0.18709	
511.00	0.18694	
512.00	0.18656	
513.00	0.18637	
514.00	0.18641	
515.00	0.18673	
516.00	0.18673	
517.00	0.18652	
518.00	0.18658	
519.00	0.18685	
520.00	0.18693	
521.00	0.18717	
522.00	0.18711	
523.00	0.18738	
524.00	0.18763	
525.00	0.18762	
526.00	0.18734	
527.00	0.18771	
528.00	0.18759	
529.00	0.18775	
530.00	0.18801	
531.00	0.18806	
532.00	0.18791	
533.00	0.18828	
534.00	0.18799	
535.00	0.18811	
536.00	0.18802	
537.00	0.18832	
538.00	0.18858	
539.00	0.18851	
540.00	0.18853	
541.00	0.18847	
542.00	0.18850	
543.00	0.18849	
544.00	0.18863	
545.00	0.18887	
546.00	0.18842	
547.00	0.18884	
548.00	0.18872	
549.00	0.18861	
550.00	0.18874	
551.00	0.18909	
552.00	0.18895	
553.00	0.18898	
554.00	0.18913	
555.00	0.18916	
556.00	0.18940	
557.00	0.18896	
558.00	0.18896	
559.00	0.18929	
560.00	0.18961	
561.00	0.18949	
562.00	0.18906	
563.00	0.18912	
564.00	0.18972	
565.00	0.18946	
566.00	0.18934	
567.00	0.18921	
568.00	0.18914	
569.00	0.18891	
570.00	0.18886	
571.00	0.18825	
572.00	0.18792	
573.00	0.18781	
574.00	0.18823	
575.00	0.18788	
576.00	0.18774	
577.00	0.18758	
578.00	0.18804	
579.00	0.18695	
580.00	0.18764	
581.00	0.18764	
582.00	0.18794	
583.00	0.18647	
584.00	0.18735	
585.00	0.18842	
586.00	0.18774	
587.00	0.18773	
588.00	0.18804	
589.00	0.18813	
590.00	0.18862	
591.00	0.18901	
592.00	0.18892	
593.00	0.18866	
594.00	0.18836	
595.00	0.18832	
596.00	0.18880	
597.00	0.18889	
598.00	0.18887	
599.00	0.18885	
600.00	0.18856	
601.00	0.18853	
602.00	0.18852	
603.00	0.18867	
604.00	0.18880	
605.00	0.18870	
606.00	0.18867	
607.00	0.18869	
608.00	0.18880	
609.00	0.18888	
610.00	0.18899	
611.00	0.18893	
612.00	0.18911	
613.00	0.18872	
614.00	0.18881	
615.00	0.18883	
616.00	0.18894	
617.00	0.18906	
618.00	0.18934	
619.00	0.18961	
620.00	0.18961	
621.00	0.18962	
622.00	0.18926	
623.00	0.18904	
624.00	0.18858	
625.00	0.18861	
626.00	0.18920	
627.00	0.18935	
